movieName;Metascore_w;Author;AuthorHref;Date;Summary;InteractionsYesCount;InteractionsTotalCount;InteractionsThumbUp;InteractionsThumbDown;AbsoluteIncrease;RelativeIncrease
the-birth-of-a-nation;8;RvwFromUpHere;/user/RvwFromUpHere;Oct 17, 2016;"[ ""What: Real life Django Unchained"", ""Who: Nate Parker, Bobby Elvis, and Armie Hammer as, the man with the coolest f***ing name ever"", ""Where: The version of America Donald Trump probably wants to go back to in order to \""make it great again\"""", ""When (can I watch again): Whenever you forget Nat Turner was one of the original badass Americans."", ""Why: Nat Turner is one of the most amazing, and inspirational Americans that ever lived, if you've never even heard his name this movie is a must."" ]";1;5;1;4;0;0.0
eye-in-the-sky;8;RvwFromUpHere;/user/RvwFromUpHere;May 10, 2016;"[ ""Who: Helen Mirren, Jesse Pinkman, The ghost of Alan Rickman, The Somalian guy from Captain Phillips, and Lord Friend Zone as British Foreign Secretary James Willett"", ""What: Aaron Paul playing Jesse Pinkman if he flew drones, and Helen Mirren playing Walter White if he was a military commander"", ""Where: The dangerous part of Africa...not like dangerous because of animals, but dangerous because of drones and stuff"", ""When (Can I watch again): The next time you need a good moral dilemma to contemplate"", ""Why: Though it does not live up to the caliber of film Sicario is, you definitely feel a nearly comparable vibe of tension and futility throughout; it's everything one could want in a thriller"" ]";2;2;2;0;0;0.0
10-cloverfield-lane;8;RvwFromUpHere;/user/RvwFromUpHere;Mar 12, 2016;"[ ""Who: John Goodman, Die Hard's daughter, Jim Harper, and Bradley Cooper's voice as Ben"", ""What: A sequel to the best found footage movie of all time"", ""Where: Dwight Schrute's basement"", ""When (Can I watch again): Whenever you need to be reminded J.J. Abrams is god"", ""Why: This movie is basically Room, except it has Cloverfield Monsters. The one thing Room was truly missing"" ]";3;9;3;6;0;0.0
the-big-short;8;RvwFromUpHere;/user/RvwFromUpHere;Jan 31, 2016;"[ ""Who: Christian Bale, Michael Scott, and \""WHAT DO YOU WANT?!\"" as Jared Vennett"", ""What: A realistic Wolf of Wall Street that shows how to fear wealth instead of celebrating it"", ""Where: The boring scenes from Wolf of Wall Street, otherwise known as real life"", ""When (Can I watch again): About a year"", ""Why: If you want to see what Adam McKay is truly capable of as a director, while at the same time learning about the 2007 financial crisis in a way not terribly difficult to understand, this movie is for you"" ]";2;3;2;1;0;0.0
spotlight;8;RvwFromUpHere;/user/RvwFromUpHere;Jan 20, 2016;"[ ""Who: Mark Ruffalo, Birdman, Roger Sterling, and the girl detective from the terrible season of True Detective as Sacha Pfeiffer"", ""What: A much cooler movie than anything I watched in 8 years of Catholic school"", ""Where: Boston, MA; 272 years before the events of Fallout 4"", ""When (Can I watch again): When you want to annoyingly convince everyone all Catholics are evil, or when you want to annoyingly convince your parents why church \""isn't for you\"""", ""Why: For better of the worse, this movie is gonna win best picture. You don't wanna be the person who goes to work the day after the Super Bowl not knowing who Left Shark is"" ]";3;3;3;0;0;0.0
the-hateful-eight;8;RvwFromUpHere;/user/RvwFromUpHere;Jan  5, 2016;"[ ""Who: Samuel L. Jackson, Magic Mike, and the tranny from Sons of Anarchy as The Sheriff"", ""What: A gimpless, Thurmanless, Royale with Cheeseless yet somehow enjoyable Tarantino movie"", ""Where: That wonderful Tarantino universe known for over-the-top violence, twisted sexual fantasies, and John Travolta dying on the toilet"", ""When (can I watch again): Whenever you have that lust for blood that can't be satiated by non-Tarantino films"", ""Why: If you liked the vengeance in Django, the simplicity of Reservoir Dogs, and hated the subtitle reading in Inglorious Bastards, this movie is for you"" ]";2;11;2;9;0;0.0
spectre;8;RvwFromUpHere;/user/RvwFromUpHere;Nov 13, 2015;"[ ""Who: Daniel Craig, Jim Moriarty, and He Who Must Not Be Named as M"", ""What: Another piece of evidence that Christoph Waltz is the best villain of all time"", ""Where: The parts of Europe full of sexy models, expensive car chases, and espionage that aren't featured in the news ever"", ""When (can I watch again): Like a month"", ""Why: If you like James Bond but thought the ending of Skyfall was too much like Home Alone, this movie is for you"" ]";2;4;2;2;0;0.0
brand-a-second-coming;8;RvwFromUpHere;/user/RvwFromUpHere;Apr  8, 2016;"[ ""Who: Russell Brand, Popstar version of Zooey Deschanel, and Noel Gallagher as God"", ""What: A voice of reason in this Trump-era we live in"", ""Where: Russell Brand's wet dream"", ""When (Can I watch again): When you finish Forgetting Sarah Marshall or Get Him to the Greek and still need more Aldous Snow in your life"", ""Why: Whether you love him or hate him, the man is funny and makes some good points within his own political agenda; it's definitely worth a watc"" ]";0;0;0;0;0;0.0
me-and-earl-and-the-dying-girl;8;RvwFromUpHere;/user/RvwFromUpHere;May 24, 2016;"[ ""Who: Thomas Mann, Ron Swanson, New Frank Castle, and Superstar as Denise Kushner"", ""What: A similar high school experience to mine except my girlfriend wasn't dying, my chemistry teacher wasn't from The Walking Dead and my best friend was white"", ""Where: The most entertaining place in the world to watch, but you would jump off of a bridge before you went back: High School"", ""When (Can I watch again): When you're on a date and you want something more serious than Date Night, or any Rom Com ever"", ""Why: This is an original coming of age story that you truly shouldn't miss out on if you're a fan of Perks of Being a Wallflower or John Hughes"" ]";0;0;0;0;0;0.0
star-trek;8;RvwFromUpHere;/user/RvwFromUpHere;May 24, 2016;"[ ""Who: Chris Pine, Sylar, Gary King, Pam Dawson, The 2003 Hulk, and Kyle Reese as Pavel Chekov"", ""What: A fantastic re-branding of an already fantastic franchise"", ""Where: The Final Frontier"", ""When (Can I watch again): Whenever you need proof J.J. Abrams is god"", ""Why: Even if your somehow not a fan of the franchise this is a perfect adventure blockbuster that you can completely get sucked into while forgetting about all of life's problems."" ]";1;2;1;1;0;0.0
ant-man;8;RvwFromUpHere;/user/RvwFromUpHere;Aug  8, 2015;"[ ""Who: Paul Rudd, Kate from Lost, and that guy from the Wall Street movies"", """", ""What: A statement from Marvel saying, \""We can make any comic look super awesome no matter how lame it sounds.\"""", """", ""Where: The Marvel Cinematic Universe"", """", ""When (can I watch again): 6 months before it's an enjoyable re watch"", """", ""Why: This is an enjoyable flick for any Marvel fan, in order to keep up to date with this constantly fluctuating movie universe, you should definitely watch this film."" ]";1;1;1;0;0;0.0
the-martian;8;RvwFromUpHere;/user/RvwFromUpHere;Oct 11, 2015;"[ ""Who: Matt Damon, Will McAvoy, and a strange version of Sean Bean that stays alive throughout the whole movie"", ""What: Matt Damon playing every character from the show Lost In Space"", ""Where: A part of Mars not inhabited by Transformers"", ""When (can I watch again): About 1 year before it's an enjoyable re watch"", ""?Why: So we can once again stop what we're doing and make rescuing Matt Damon our top priority."" ]";1;2;1;1;0;0.0
room-2015;8;RvwFromUpHere;/user/RvwFromUpHere;Feb  9, 2016;"[ ""Who: Brie Larson, Wild Hogs, and Old Man Nick as someone who is never going to be cast in a normal role again"", ""What: The most emotionally compelling movie a boy could watch since Field of Dreams"", ""Where: A shed designed to be a 5-year-old boy's heaven, and a 20-year-old girl's hell"", ""When (Can I watch again): When you need to be reminded your life isn't so bad"", ""Why: If you thought this Oscar season was full of bland movies that are simply well-told stories, this will remind you that films are actually made to show you emotions you never knew you had"" ]";2;2;2;0;0;0.0
zootopia;8;RvwFromUpHere;/user/RvwFromUpHere;Apr 11, 2016;"[ ""Who: Ginnifer Goodwin, Michael Bluth, Heimdall, Terence Fletcher, Sarah Marshall, Mona Lisa Saperstein, and Shakira as a gazelle version of Shakira"", ""What: Disney's follow-up to Frozen and Big Hero 6 with a lot less super heroes and a lot fewer annoying pop songs"", ""Where: Zootopia; it's like Planet of the Apes with race discrimination"", ""When (Can I watch again): When you don't own Big Hero 6 and you're sick of listening to Let It Go"", ""Why: Nobody makes movies that are thoroughly enjoyable for all ages like Disney"" ]";1;3;1;2;0;0.0
avengers-age-of-ultron;8;RvwFromUpHere;/user/RvwFromUpHere;Oct 11, 2015;"[ ""Who: Chris Evans, Robot Robert California, and Thor's hammer"", ""What: The first Avengers film with less heart and more action shots"", ""Where: The coolest family reunion of all time"", ""When (can I watch again): Almost immediately"", ""Why: Watch everyone's favorite superheroes have teamed up to conquer life's most daunting tasks like saving the world, lifting Thor's hammer, and determining who has a better girlfriend."" ]";0;0;0;0;0;0.0
